City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
161,nar'yan-mar,67.6713,53.087,-10.5,91,84,4.02,RU,1715039724
162,east london,-33.0153,27.9116,21.89,48,0,1.22,ZA,1715039960
163,pacocha,-17.5833,-71.3333,19.06,87,24,1.44,PE,1715039961
164,el bauga,18.262,33.9081,26.34,18,0,6.99,SD,1715039961
165,kingston,17.997,-76.7936,29.53,79,40,8.75,JM,1715039961
166,kununurra,-15.7667,128.7333,25.99,47,60,3.09,AU,1715039961
167,shahr-e babak,30.1165,55.1186,17.82,47,77,0.73,IR,1715039961
168,mount isa,-20.7333,139.5,23.87,33,38,5.66,AU,1715039962
169,keflavik,64.0049,-22.5624,4.95,87,40,6.69,IS,1715039705
170,fale old settlement,-9.3852,-171.2468,30.14,71,27,5.04,TK,1715039962
171,chandler,33.3062,-111.8412,30.38,10,0,3.09,US,1715039953
172,asipovichy,53.2933,28.6422,9.72,96,100,0.99,BY,1715039962
173,toliara,-23.35,43.6667,20.75,60,0,2.88,MG,1715039962
174,khomeyn,33.6423,50.0789,12.44,64,75,1.63,IR,1715039963
175,dzilam gonzalez,21.2833,-88.9333,29.92,58,1,3.48,MX,1715039963
176,khovd,48.0056,91.6419,16.6,36,100,0.53,MN,1715039963
177,st. john's,47.5649,-52.7093,4.98,82,100,7.2,CA,1715039746
178,beroroha,-21.6667,45.1667,17.71,78,0,1.27,MG,1715039963
179,weno,7.4515,151.8468,28.88,79,98,6.56,FM,1715039963
180,hasaki,35.7333,140.8333,19.22,80,100,10.98,JP,1715039964
181,freetown,8.484,-13.2299,27.49,86,72,2.52,SL,1715039964
182,zimovniki,47.1483,42.4633,9.36,76,9,3.69,RU,1715039964
183,fortuna,40.5982,-124.1573,13.29,83,75,4.63,US,1715039685
184,tabou,4.423,-7.3528,26.76,87,92,1.84,CI,1715039964
185,pasni,25.2631,63.471,27.67,67,0,4.15,PK,1715039964
186,kodiak,57.79,-152.4072,6.73,81,40,4.12,US,1715039965
187,walvis bay,-22.9575,14.5053,14.49,100,0,5.14,NA,1715039965
188,conception bay south,47.4999,-52.9981,4.85,87,100,5.75,CA,1715039965
189,acarau,-2.8856,-40.12,26.05,80,100,3.3,BR,1715039927
190,haiku-pauwela,20.9219,-156.3051,25.09,76,40,10.29,US,1715039965
191,mahina,-17.5065,-149.489,29.87,70,75,4.12,PF,1715039965
192,forbes,-33.3833,148.0167,19.95,57,0,5.0,AU,1715039965
193,ola,59.5833,151.2833,0.08,83,87,1.74,RU,1715039966
194,phalaborwa,-23.943,31.1411,17.59,48,0,1.33,ZA,1715039966
195,prineville,44.2999,-120.8345,13.39,50,40,11.83,US,1715039766
196,price,39.5994,-110.8107,10.62,37,75,8.75,US,1715039966
197,kailua-kona,19.6406,-155.9956,26.98,81,75,4.63,US,1715039790
198,holualoa,19.6228,-155.9522,24.91,81,75,4.63,US,1715039966
199,selfoss,63.9331,-20.9971,3.91,77,100,8.65,IS,1715039966
200,pinheiro machado,-31.5783,-53.3811,18.71,95,79,1.92,BR,1715039967
201,baturaja,-4.1333,104.1667,24.16,97,61,0.8,ID,1715039967
202,nagato,34.3833,131.2,17.89,85,82,7.06,JP,1715039967
203,ca mau,9.1769,105.15,28.98,68,6,1.64,VN,1715039967
204,happy valley-goose bay,53.3168,-60.3315,11.17,54,20,1.54,CA,1715039968
205,san patricio,28.017,-97.5169,28.92,76,36,7.41,US,1715039968
206,kamiiso,41.8167,140.65,13.21,100,75,2.06,JP,1715039968
207,guozhen,34.3659,107.359,19.88,56,100,1.18,CN,1715039968
208,naukot,24.8587,69.4024,28.95,51,0,4.18,PK,1715039968
209,new norfolk,-42.7826,147.0587,13.84,65,6,0.97,AU,1715039968
210,arteche,12.2645,125.4048,27.7,86,100,1.81,PH,1715039969
211,mount gambier,-37.8333,140.7667,13.27,73,11,2.4,AU,1715039962
212,ijui,-28.3878,-53.9147,21.42,77,14,3.96,BR,1715039969
213,port alfred,-33.5906,26.891,19.3,85,0,1.95,ZA,1715039969
214,sechura,-5.5569,-80.8222,23.03,68,50,7.78,PE,1715039969
215,nyangao,-10.3333,39.2833,21.33,99,42,0.83,TZ,1715039969
216,flying fish cove,-10.4217,105.6791,24.82,94,40,5.14,CX,1715039970
217,sisimiut,66.9395,-53.6735,-6.37,81,74,3.1,GL,1715039970
218,pachelma,53.2443,43.3521,7.16,91,100,6.07,RU,1715039970
219,sidi akkacha,36.4647,1.3026,21.16,59,49,1.96,DZ,1715039970
220,zaltan,32.947,11.8665,24.9,32,85,4.39,LY,1715039970
221,carauari,-4.8828,-66.8958,24.59,98,87,0.88,BR,1715039971
222,kenai,60.5544,-151.2583,7.05,91,100,3.09,US,1715039679
223,qashyr,53.0675,76.1036,7.06,54,100,5.61,KZ,1715039971
224,nadi,-17.8,177.4167,30.0,66,75,4.12,FJ,1715039930
225,ushtobe,45.2514,77.9838,12.83,64,34,4.99,KZ,1715039971
226,pordic,48.5705,-2.8178,12.49,93,75,3.6,FR,1715039971
227,mariental,-24.6333,17.9667,19.3,26,0,3.34,NA,1715039972
228,port elizabeth,-33.918,25.5701,18.51,97,75,1.54,ZA,1715039972
229,balabac,7.9868,117.0645,29.85,72,2,4.05,PH,1715039681
230,sikasso,10.9167,-7.0,29.0,53,54,4.05,ML,1715039972
231,qaqortoq,60.7167,-46.0333,-1.17,74,1,1.05,GL,1715039972
232,dudinka,69.4058,86.1778,-14.1,99,99,2.17,RU,1715039972
233,lepsy,46.235,78.9456,10.39,54,36,3.83,KZ,1715039972
234,itoman,26.1247,127.6694,26.72,85,40,6.69,JP,1715039973
235,brisas de zicatela,15.8369,-97.0419,28.87,70,31,3.71,MX,1715039973
236,callao,-12.0667,-77.15,23.18,88,40,5.66,PE,1715039722
237,sola,-13.8833,167.55,26.81,77,93,10.77,VU,1715039973
238,sumbawa besar,-8.5,117.4333,26.45,80,88,1.0,ID,1715039973
239,atafu village,-8.5421,-172.5159,29.94,74,39,4.89,TK,1715039973
240,okhotsk,59.3833,143.3,2.59,85,72,2.45,RU,1715039974
241,chengde,40.9725,117.9361,15.93,33,100,1.91,CN,1715039736
242,bodrum,37.0383,27.4292,18.71,61,0,3.39,TR,1715039772
243,mikun',62.3547,50.0771,-4.8,88,43,2.06,RU,1715039974
244,gadzhiyevo,69.2551,33.3362,-2.86,64,100,7.14,RU,1715039974
245,sokoni,-6.4333,39.55,26.55,84,89,5.25,TZ,1715039974
246,pailon,-17.65,-62.75,28.82,59,100,5.05,BO,1715039975
247,churapcha,62.0025,132.4325,10.52,53,85,6.78,RU,1715039975
248,island harbour,50.724,-1.2758,13.45,73,100,2.68,GB,1715039975
249,petropavlovsk-kamchatsky,53.0452,158.6483,4.33,78,75,3.58,RU,1715039705
250,chui,-33.6971,-53.4616,19.56,99,100,3.18,UY,1715039975
251,lyantonde,-0.4031,31.1572,17.86,95,40,1.51,UG,1715039975
252,punta arenas,-53.15,-70.9167,2.06,93,40,2.06,CL,1715039976
253,saint helena,-15.95,-5.7,19.41,69,100,9.49,SH,1715039976
254,howard springs,-12.497,131.047,26.57,73,89,3.7,AU,1715039976
255,cova figueira,14.8905,-24.2934,20.35,61,2,3.0,CV,1715039976
256,susangerd,31.5608,48.1831,24.2,75,1,0.79,IR,1715039976
257,nago,26.5881,127.9761,26.75,81,79,4.31,JP,1715039976
258,bubaque,11.2833,-15.8333,26.26,74,9,6.25,GW,1715039977
259,soio,-6.1349,12.3689,26.05,92,28,2.8,AO,1715039977
260,laguna,38.421,-121.4238,23.51,32,0,4.63,US,1715039977
261,revelstoke,50.9832,-118.2023,15.01,38,40,1.03,CA,1715039977
262,humaita,-7.5061,-63.0208,25.59,96,93,1.55,BR,1715039977
263,mumbwa,-14.9783,27.0619,17.98,70,43,2.06,ZM,1715039978
264,whakatane,-37.9585,176.9854,13.06,81,100,3.58,NZ,1715039978
265,fereydun kenar,36.6864,52.5225,17.19,82,100,4.32,IR,1715039978
266,la passe,45.5549,-0.8967,13.32,87,57,6.21,FR,1715039710
267,morrope,-6.5417,-80.0111,21.06,77,38,6.98,PE,1715039978
268,wentworth falls,-33.7167,150.3833,11.48,99,89,2.23,AU,1715039978
269,mogocha,53.7333,119.7667,14.99,36,54,3.09,RU,1715039979
270,aykhal,66.0,111.5,0.49,93,96,10.53,RU,1715039708
271,fort bragg,35.139,-79.006,25.08,85,100,2.57,US,1715039941
272,grantsville,40.5999,-112.4644,12.53,46,100,2.06,US,1715039979
273,hirara,24.8,125.2833,26.92,89,75,6.17,JP,1715039979
274,tokar,18.4254,37.729,26.62,57,3,3.1,SD,1715039980
275,snowflake,34.5134,-110.0785,18.75,12,10,10.05,US,1715039980
276,carmo do paranaiba,-19.0008,-46.3161,18.75,78,0,1.92,BR,1715039980
277,sumberpucung,-8.1586,112.4829,23.54,87,20,0.97,ID,1715039980
278,tuy hoa,13.0833,109.3,27.62,82,41,0.41,VN,1715039980
279,coahuayana de hidalgo,18.7,-103.6583,27.95,52,99,2.09,MX,1715039707
280,sinabang,2.4803,96.3801,25.79,93,100,2.54,ID,1715039981
281,gisborne,-38.6533,178.0042,12.32,79,100,6.44,NZ,1715039981
282,tondano,1.3038,124.9112,24.05,70,100,1.17,ID,1715039981
283,vershino-darasunskiy,52.35,115.5167,13.79,38,58,3.18,RU,1715039981
284,kaspiyskiy,45.3929,47.3707,11.89,63,6,2.47,RU,1715039981
285,muroto-misakicho,33.2833,134.15,20.67,94,100,4.96,JP,1715039982
286,talnakh,69.4865,88.3972,-14.33,98,99,2.91,RU,1715039687
287,vallenar,-28.5708,-70.7581,13.66,48,0,1.22,CL,1715039982
288,dehu,18.7167,73.7667,22.6,84,0,2.56,IN,1715039982
289,tazacorte,28.629,-17.9293,22.86,61,0,3.6,ES,1715039982
290,dunedin,-45.8742,170.5036,13.78,56,79,2.24,NZ,1715039982
291,grand falls-windsor,48.9332,-55.6649,4.72,90,100,0.89,CA,1715039982
292,jamestown,42.097,-79.2353,16.8,36,0,4.12,US,1715039983
293,entebbe,0.0644,32.4469,23.18,88,20,1.54,UG,1715039983
294,stephenville,32.2207,-98.2023,27.44,74,40,4.63,US,1715039983
295,alaghsas,17.0187,8.0168,31.77,12,70,3.89,NE,1715039983
296,nizhniy odes,63.6445,54.856,-1.69,98,100,1.57,RU,1715039983
297,zhosaly,45.4878,64.0781,17.06,48,25,2.77,KZ,1715039984
298,broome,42.2506,-75.833,17.43,73,100,1.95,US,1715039984
299,invercargill,-46.4,168.35,9.45,95,99,1.34,NZ,1715039984
300,klyuchi,52.2667,79.1667,5.13,59,63,3.49,RU,1715039984
301,coral springs,26.2712,-80.2706,27.0,77,4,2.68,US,1715039984
302,wuwei,37.9281,102.6414,15.87,27,99,1.66,CN,1715039984
303,plain city,41.298,-112.0861,12.4,53,75,4.12,US,1715039801
304,raduzhny,62.0961,77.475,-3.08,87,97,4.13,RU,1715039985
305,ancud,-41.8697,-73.8203,7.27,93,97,4.49,CL,1715039985
306,tindouf,27.6711,-8.1474,26.25,21,0,4.12,DZ,1715039985
307,oppdal,62.5943,9.6912,8.43,83,74,2.23,NO,1715039729
308,nelidovo,56.2211,32.7774,2.78,64,100,3.63,RU,1715039985
309,tamanrasset,22.785,5.5228,25.95,21,100,2.57,DZ,1715039986
310,nurota,40.5614,65.6886,20.54,43,68,3.57,UZ,1715039986
311,codrington,-38.2667,141.9667,13.46,76,5,2.62,AU,1715039986
312,valle de la pascua,9.2155,-66.0073,31.32,51,100,4.2,VE,1715039986
313,midoun,33.8081,10.9923,20.92,77,90,5.32,TN,1715039986
314,porto novo,6.4965,2.6036,27.9,80,100,2.81,BJ,1715039707
315,dauphin,51.1494,-100.0502,17.08,48,100,11.83,CA,1715039734
316,lobujya,27.95,86.8167,-10.31,84,86,2.49,NP,1715039987
317,malone,44.8487,-74.2949,18.97,79,0,1.96,US,1715039987
318,crane,31.3974,-102.3501,32.03,11,2,9.55,US,1715039708
319,mukalla,14.5425,49.1242,28.35,81,7,2.62,YE,1715039987
320,flin flon,54.7682,-101.865,17.91,32,100,5.66,CA,1715039743
321,iaciara,-14.0958,-46.6317,26.22,54,99,1.4,BR,1715039987
322,zelenogorsk,56.1147,94.5861,6.84,68,45,2.34,RU,1715039987
323,koubia,11.5833,-11.9,26.29,55,44,2.58,GN,1715039988
324,labytnangi,66.6572,66.4183,-18.68,94,30,3.27,RU,1715039712
325,muang phonsavan,19.45,103.2167,20.62,86,2,0.65,LA,1715039988
326,puerto armuelles,8.2833,-82.8667,28.99,72,88,0.45,PA,1715039988
327,severo-yeniseyskiy,60.3725,93.0408,-0.24,88,79,4.92,RU,1715039988
328,makar'yev,57.8797,43.8069,-2.89,68,5,1.55,RU,1715039988
329,boa vista,2.8197,-60.6733,23.99,94,75,1.54,BR,1715039989
330,zhenlai,45.8495,123.2973,17.4,26,8,4.06,CN,1715039989
331,cam ranh,11.9214,109.1591,26.98,83,20,3.09,VN,1715039989
332,puerto real,36.5282,-6.1901,16.25,88,0,1.03,ES,1715039989
333,otjimbingwe,-22.35,16.1333,19.96,30,6,1.8,NA,1715039989
334,hadibu,12.65,54.0333,29.04,75,57,2.53,YE,1715039989
335,vorgashor,67.5833,63.95,-18.44,100,83,3.26,RU,1715039990
336,mazagao,-0.115,-51.2894,27.03,98,100,1.23,BR,1715039990
337,moab,38.5733,-109.5498,18.67,21,81,0.89,US,1715039990
338,arkhangel'sk,64.5401,40.5433,-2.15,80,20,1.0,RU,1715039990
339,manaure,11.7751,-72.4445,30.14,67,100,5.42,CO,1715039990
340,geraldton,-28.7667,114.6,11.23,87,1,2.06,AU,1715039886
341,leninskoye,41.7589,69.3864,15.97,49,96,2.54,KZ,1715039991
342,ubon ratchathani,15.1667,105.1667,24.94,74,100,3.93,TH,1715039991
343,chonchi,-42.6128,-73.8092,5.62,98,100,2.64,CL,1715039991
344,tostado,-29.232,-61.7692,20.01,97,100,3.54,AR,1715039991
345,goundam,16.4145,-3.6708,31.58,7,50,4.93,ML,1715039991
346,remire-montjoly,4.9167,-52.2667,28.02,89,100,5.14,GF,1715039991
347,naracoorte,-36.9579,140.7383,14.65,58,0,2.36,AU,1715039992
348,puerto ayacucho,5.6639,-67.6236,26.11,90,100,1.98,VE,1715039992
349,coquimbo,-29.9533,-71.3436,12.85,82,0,2.06,CL,1715039700
350,yangambi,0.8102,24.4336,24.51,69,74,0.81,CD,1715039992
351,al bawiti,28.3492,28.8659,17.0,57,45,2.76,EG,1715039992
352,aromashevo,56.8602,68.6375,7.59,62,100,5.76,RU,1715039993
353,georgetown,5.4112,100.3354,27.19,86,20,1.03,MY,1715039709
354,nkowakowa,-23.8878,30.2871,16.89,44,0,1.57,ZA,1715039993
355,lakhdaria,36.5646,3.5933,18.04,68,99,0.47,DZ,1715039993
356,salym,60.0625,71.4789,4.41,72,100,5.04,RU,1715039993
357,fereydunshahr,32.941,50.121,4.77,87,4,2.37,IR,1715039993
358,manismata,-2.4667,111.0333,26.04,86,26,1.83,ID,1715039745
359,saynshand,44.8824,110.1163,18.33,15,22,1.3,MN,1715039715
360,ponta delgada,37.7333,-25.6667,18.44,94,40,5.66,PT,1715039698
361,shihezi,44.3,86.0333,19.56,54,100,1.23,CN,1715039994
362,preobrazheniye,42.9019,133.9064,4.68,95,100,4.45,RU,1715039994
363,afaahiti,-17.75,-149.2833,28.93,85,77,9.71,PF,1715039707
364,pavlovsk,50.4578,40.1081,12.19,86,85,4.59,RU,1715039994
365,santa ana,33.7456,-117.8678,27.58,46,20,5.66,US,1715039730
366,barra de santo antonio,-9.4047,-35.5072,26.6,88,100,5.24,BR,1715039995
367,kidal,18.4411,1.4078,33.49,9,95,4.51,ML,1715039995
368,carutapera,-1.195,-46.02,25.06,95,100,1.99,BR,1715039995
369,puerto deseado,-47.7503,-65.8938,3.97,59,37,4.16,AR,1715039995
370,vorontsovka,50.6132,40.3549,11.76,88,76,4.84,RU,1715039995
371,cururupu,-1.8283,-44.8683,24.09,97,99,0.45,BR,1715039996
372,takoradi,4.8845,-1.7554,27.34,84,97,1.93,GH,1715039996
373,kalmunai,7.4167,81.8167,26.7,85,100,2.64,LK,1715039996
374,yuzhno-kurilsk,44.0306,145.8556,5.76,99,100,3.82,RU,1715039996
375,road town,18.4167,-64.6167,27.02,83,75,3.09,VG,1715039997
376,aripuana,-9.1667,-60.6333,26.75,81,48,0.94,BR,1715039997
377,makinsk,52.6292,70.4169,6.8,68,100,3.64,KZ,1715039997
378,pauini,-7.7136,-66.9764,25.44,94,100,1.07,BR,1715039997
379,egilsstadir,65.2653,-14.3948,3.95,65,0,3.09,IS,1715039997
